work_type,t,shift,nurse_id,value
regular,17,Evening,26,0
overtime,17,Evening,27,0
regular,17,Evening,27,1
overtime,17,Evening,28,0
regular,17,Evening,28,0
overtime,17,Evening,29,0
regular,17,Evening,29,0
overtime,17,Night,0,0
regular,17,Night,0,0
overtime,17,Night,1,0
regular,17,Night,1,0
overtime,17,Night,2,0
regular,17,Night,2,0
overtime,17,Night,3,0
regular,17,Night,3,0
overtime,17,Night,4,0
regular,17,Night,4,1
overtime,17,Night,5,0
regular,17,Night,5,0
overtime,17,Night,6,0
regular,17,Night,6,0
overtime,17,Night,7,0
regular,17,Night,7,0
overtime,17,Night,8,0
regular,17,Night,8,1
overtime,17,Night,9,0
regular,17,Night,9,0
overtime,17,Night,10,0
regular,17,Night,10,0
overtime,17,Night,11,0
regular,17,Night,11,0
overtime,17,Night,12,0
regular,17,Night,12,0
overtime,17,Night,13,0
regular,17,Night,13,0
overtime,17,Night,14,0
regular,17,Night,14,0
overtime,17,Night,15,0
regular,17,Night,15,0
overtime,17,Night,16,0
regular,17,Night,16,1
overtime,17,Night,17,0
regular,17,Night,17,0
overtime,17,Night,18,1
regular,17,Night,18,0
overtime,17,Night,19,0
regular,17,Night,19,0
overtime,17,Night,20,0
regular,17,Night,20,0
overtime,17,Night,21,0
regular,17,Night,21,0
overtime,17,Night,22,0
regular,17,Night,22,1
overtime,17,Night,23,0
regular,17,Night,23,0
overtime,17,Night,24,0
regular,17,Night,24,1
overtime,17,Night,25,0
regular,17,Night,25,0
overtime,17,Night,26,0
regular,17,Night,26,0
overtime,17,Night,27,0
regular,17,Night,27,0
overtime,17,Night,28,0
regular,17,Night,28,0
overtime,17,Night,29,0
regular,17,Night,29,1
overtime,18,Morning,0,0
regular,18,Morning,0,0
overtime,18,Morning,1,0
regular,18,Morning,1,0
overtime,18,Morning,2,0
regular,18,Morning,2,0
overtime,18,Morning,3,0
regular,18,Morning,3,0
overtime,18,Morning,4,0
regular,18,Morning,4,0
overtime,18,Morning,5,0
regular,18,Morning,5,0
overtime,18,Morning,6,0
regular,18,Morning,6,1
overtime,18,Morning,7,0
regular,18,Morning,7,0
overtime,18,Morning,8,0
regular,18,Morning,8,0
overtime,18,Morning,9,0
regular,18,Morning,9,0
overtime,18,Morning,10,0
regular,18,Morning,10,0
overtime,18,Morning,11,0
regular,18,Morning,11,1
overtime,18,Morning,12,0
regular,18,Morning,12,0
overtime,18,Morning,13,0
regular,18,Morning,13,0
overtime,18,Morning,14,0
regular,18,Morning,14,0
overtime,18,Morning,15,0
regular,18,Morning,15,0
overtime,18,Morning,16,0
regular,18,Morning,16,0
overtime,18,Morning,17,0
regular,18,Morning,17,1
overtime,18,Morning,18,0
regular,18,Morning,18,0
overtime,18,Morning,19,0
regular,18,Morning,19,1
overtime,18,Morning,20,0
regular,18,Morning,20,0
overtime,18,Morning,21,0
regular,18,Morning,21,1
overtime,18,Morning,22,0
regular,18,Morning,22,0
overtime,18,Morning,23,0
regular,18,Morning,23,1
overtime,18,Morning,24,0
regular,18,Morning,24,0
overtime,18,Morning,25,0
regular,18,Morning,25,0
overtime,18,Morning,26,0
regular,18,Morning,26,0
overtime,18,Morning,27,0
regular,18,Morning,27,0
overtime,18,Morning,28,0
regular,18,Morning,28,1
overtime,18,Morning,29,0
regular,18,Morning,29,0
overtime,18,Evening,0,0
regular,18,Evening,0,0
overtime,18,Evening,1,0
regular,18,Evening,1,0
overtime,18,Evening,2,0
regular,18,Evening,2,0
overtime,18,Evening,3,0
regular,18,Evening,3,1
overtime,18,Evening,4,0
regular,18,Evening,4,0
overtime,18,Evening,5,0
regular,18,Evening,5,0
overtime,18,Evening,6,0
regular,18,Evening,6,0
overtime,18,Evening,7,0
regular,18,Evening,7,0
overtime,18,Evening,8,0
regular,18,Evening,8,0
overtime,18,Evening,9,0
regular,18,Evening,9,1
overtime,18,Evening,10,0
regular,18,Evening,10,1
overtime,18,Evening,11,1
regular,18,Evening,11,0
overtime,18,Evening,12,0
regular,18,Evening,12,1
overtime,18,Evening,13,0
regular,18,Evening,13,0
overtime,18,Evening,14,0
regular,18,Evening,14,0
overtime,18,Evening,15,0
regular,18,Evening,15,0
overtime,18,Evening,16,0
regular,18,Evening,16,0
overtime,18,Evening,17,0
regular,18,Evening,17,0
overtime,18,Evening,18,0
regular,18,Evening,18,0
overtime,18,Evening,19,0
regular,18,Evening,19,0
overtime,18,Evening,20,0
regular,18,Evening,20,1
overtime,18,Evening,21,0
regular,18,Evening,21,0
overtime,18,Evening,22,0
regular,18,Evening,22,0
overtime,18,Evening,23,0
regular,18,Evening,23,0
overtime,18,Evening,24,0
regular,18,Evening,24,0
overtime,18,Evening,25,0
regular,18,Evening,25,0
overtime,18,Evening,26,0
regular,18,Evening,26,0
overtime,18,Evening,27,0
regular,18,Evening,27,1
overtime,18,Evening,28,0
regular,18,Evening,28,0
overtime,18,Evening,29,0
regular,18,Evening,29,0
overtime,18,Night,0,0
regular,18,Night,0,1
overtime,18,Night,1,0
regular,18,Night,1,1
overtime,18,Night,2,0
regular,18,Night,2,1
overtime,18,Night,3,0
regular,18,Night,3,0
overtime,18,Night,4,0
regular,18,Night,4,0
overtime,18,Night,5,0
regular,18,Night,5,1
overtime,18,Night,6,0
regular,18,Night,6,0
overtime,18,Night,7,0
regular,18,Night,7,1
overtime,18,Night,8,0
regular,18,Night,8,0
overtime,18,Night,9,0
regular,18,Night,9,0
overtime,18,Night,10,0
regular,18,Night,10,0
overtime,18,Night,11,0
regular,18,Night,11,0
overtime,18,Night,12,0
regular,18,Night,12,0
overtime,18,Night,13,0
regular,18,Night,13,0
overtime,18,Night,14,0
regular,18,Night,14,0
overtime,18,Night,15,0
regular,18,Night,15,1
overtime,18,Night,16,0
regular,18,Night,16,0
overtime,18,Night,17,0
regular,18,Night,17,0
overtime,18,Night,18,0
regular,18,Night,18,0
overtime,18,Night,19,0
regular,18,Night,19,0
overtime,18,Night,20,0
regular,18,Night,20,0
overtime,18,Night,21,0
regular,18,Night,21,0
overtime,18,Night,22,0
regular,18,Night,22,0
overtime,18,Night,23,0
regular,18,Night,23,0
overtime,18,Night,24,0
regular,18,Night,24,0
overtime,18,Night,25,0
regular,18,Night,25,1
overtime,18,Night,26,0
regular,18,Night,26,0
overtime,18,Night,27,0
regular,18,Night,27,0
overtime,18,Night,28,0
regular,18,Night,28,0
overtime,18,Night,29,0
regular,18,Night,29,0
overtime,19,Morning,0,0
regular,19,Morning,0,0
overtime,19,Morning,1,0
regular,19,Morning,1,0
overtime,19,Morning,2,0
regular,19,Morning,2,0
overtime,19,Morning,3,0
regular,19,Morning,3,0
overtime,19,Morning,4,0
regular,19,Morning,4,1
overtime,19,Morning,5,0
regular,19,Morning,5,0
overtime,19,Morning,6,0
regular,19,Morning,6,0
overtime,19,Morning,7,0
regular,19,Morning,7,0
overtime,19,Morning,8,0
regular,19,Morning,8,0
overtime,19,Morning,9,0
regular,19,Morning,9,0
overtime,19,Morning,10,0
regular,19,Morning,10,0
overtime,19,Morning,11,0
regular,19,Morning,11,1
overtime,19,Morning,12,0
regular,19,Morning,12,0
overtime,19,Morning,13,0
regular,19,Morning,13,1
overtime,19,Morning,14,0
regular,19,Morning,14,0
overtime,19,Morning,15,0
regular,19,Morning,15,0
overtime,19,Morning,16,0
regular,19,Morning,16,0
overtime,19,Morning,17,0
regular,19,Morning,17,1
overtime,19,Morning,18,0
regular,19,Morning,18,1
overtime,19,Morning,19,0
regular,19,Morning,19,0
overtime,19,Morning,20,0
regular,19,Morning,20,0
overtime,19,Morning,21,0
regular,19,Morning,21,0
overtime,19,Morning,22,0
regular,19,Morning,22,0
overtime,19,Morning,23,0
regular,19,Morning,23,0
overtime,19,Morning,24,0
regular,19,Morning,24,0
overtime,19,Morning,25,0
regular,19,Morning,25,0
overtime,19,Morning,26,0
regular,19,Morning,26,1
overtime,19,Morning,27,0
regular,19,Morning,27,0
overtime,19,Morning,28,0
regular,19,Morning,28,0
overtime,19,Morning,29,0
regular,19,Morning,29,1
overtime,19,Evening,0,0
regular,19,Evening,0,0
overtime,19,Evening,1,0
regular,19,Evening,1,0
overtime,19,Evening,2,0
regular,19,Evening,2,0
overtime,19,Evening,3,0
regular,19,Evening,3,1
overtime,19,Evening,4,0
regular,19,Evening,4,0
overtime,19,Evening,5,0
regular,19,Evening,5,0
overtime,19,Evening,6,0
regular,19,Evening,6,0
overtime,19,Evening,7,0
regular,19,Evening,7,0
overtime,19,Evening,8,0
regular,19,Evening,8,1
overtime,19,Evening,9,0
regular,19,Evening,9,1
overtime,19,Evening,10,0
regular,19,Evening,10,0
overtime,19,Evening,11,0
regular,19,Evening,11,0
overtime,19,Evening,12,0
regular,19,Evening,12,0
overtime,19,Evening,13,0
regular,19,Evening,13,0
overtime,19,Evening,14,0
regular,19,Evening,14,0
overtime,19,Evening,15,0
regular,19,Evening,15,0
overtime,19,Evening,16,0
regular,19,Evening,16,1
overtime,19,Evening,17,0
regular,19,Evening,17,0
overtime,19,Evening,18,0
regular,19,Evening,18,0
overtime,19,Evening,19,0
regular,19,Evening,19,0
overtime,19,Evening,20,0
regular,19,Evening,20,1
overtime,19,Evening,21,0
regular,19,Evening,21,0
overtime,19,Evening,22,0
regular,19,Evening,22,1
overtime,19,Evening,23,0
regular,19,Evening,23,0
overtime,19,Evening,24,0
regular,19,Evening,24,0
overtime,19,Evening,25,0
regular,19,Evening,25,0
overtime,19,Evening,26,0
regular,19,Evening,26,0
overtime,19,Evening,27,0
regular,19,Evening,27,0
overtime,19,Evening,28,0
regular,19,Evening,28,1
overtime,19,Evening,29,0
regular,19,Evening,29,0
overtime,19,Night,0,0
regular,19,Night,0,0
overtime,19,Night,1,0
regular,19,Night,1,0
overtime,19,Night,2,0
regular,19,Night,2,0
overtime,19,Night,3,0
regular,19,Night,3,0
overtime,19,Night,4,0
regular,19,Night,4,0
overtime,19,Night,5,0
regular,19,Night,5,0
overtime,19,Night,6,0
regular,19,Night,6,1
overtime,19,Night,7,0
regular,19,Night,7,0
overtime,19,Night,8,0
regular,19,Night,8,0
overtime,19,Night,9,0
regular,19,Night,9,0
overtime,19,Night,10,0
regular,19,Night,10,1
overtime,19,Night,11,0
regular,19,Night,11,0
overtime,19,Night,12,0
regular,19,Night,12,1
overtime,19,Night,13,0
regular,19,Night,13,0
overtime,19,Night,14,0
regular,19,Night,14,0
overtime,19,Night,15,0
regular,19,Night,15,0
overtime,19,Night,16,0
regular,19,Night,16,0
overtime,19,Night,17,0
regular,19,Night,17,0
overtime,19,Night,18,0
regular,19,Night,18,0
overtime,19,Night,19,1
regular,19,Night,19,0
overtime,19,Night,20,0
regular,19,Night,20,0
overtime,19,Night,21,0
regular,19,Night,21,1
overtime,19,Night,22,0
regular,19,Night,22,0
overtime,19,Night,23,0
regular,19,Night,23,1
overtime,19,Night,24,0
regular,19,Night,24,0
overtime,19,Night,25,0
regular,19,Night,25,0
overtime,19,Night,26,0
regular,19,Night,26,0
overtime,19,Night,27,0
regular,19,Night,27,1
overtime,19,Night,28,0
regular,19,Night,28,0
overtime,19,Night,29,0
regular,19,Night,29,0
overtime,20,Morning,0,0
regular,20,Morning,0,0
overtime,20,Morning,1,0
regular,20,Morning,1,0
overtime,20,Morning,2,0
regular,20,Morning,2,0
overtime,20,Morning,3,0
regular,20,Morning,3,0
overtime,20,Morning,4,0
regular,20,Morning,4,1
overtime,20,Morning,5,0
regular,20,Morning,5,0
overtime,20,Morning,6,0
regular,20,Morning,6,0
overtime,20,Morning,7,0
regular,20,Morning,7,0
overtime,20,Morning,8,0
regular,20,Morning,8,1
overtime,20,Morning,9,0
regular,20,Morning,9,1
overtime,20,Morning,10,0
regular,20,Morning,10,0
overtime,20,Morning,11,0
regular,20,Morning,11,0
overtime,20,Morning,12,0
regular,20,Morning,12,0
overtime,20,Morning,13,0
regular,20,Morning,13,0
overtime,20,Morning,14,1
regular,20,Morning,14,0
overtime,20,Morning,15,1
regular,20,Morning,15,0
overtime,20,Morning,16,0
regular,20,Morning,16,0
overtime,20,Morning,17,0
regular,20,Morning,17,0
overtime,20,Morning,18,0
regular,20,Morning,18,0
overtime,20,Morning,19,0
regular,20,Morning,19,0
overtime,20,Morning,20,0
regular,20,Morning,20,0
overtime,20,Morning,21,0
regular,20,Morning,21,0
overtime,20,Morning,22,0
regular,20,Morning,22,0
overtime,20,Morning,23,0
regular,20,Morning,23,0
overtime,20,Morning,24,0
regular,20,Morning,24,0
overtime,20,Morning,25,0
regular,20,Morning,25,1
overtime,20,Morning,26,0
regular,20,Morning,26,0
overtime,20,Morning,27,0
regular,20,Morning,27,0
overtime,20,Morning,28,0
regular,20,Morning,28,1
overtime,20,Morning,29,0
regular,20,Morning,29,0
overtime,20,Evening,0,0
regular,20,Evening,0,1
overtime,20,Evening,1,0
regular,20,Evening,1,1
overtime,20,Evening,2,0
regular,20,Evening,2,0
overtime,20,Evening,3,0
regular,20,Evening,3,1
overtime,20,Evening,4,0
regular,20,Evening,4,0
overtime,20,Evening,5,0
regular,20,Evening,5,0
overtime,20,Evening,6,0
regular,20,Evening,6,0
overtime,20,Evening,7,0
regular,20,Evening,7,0
overtime,20,Evening,8,0
regular,20,Evening,8,0
overtime,20,Evening,9,0
regular,20,Evening,9,0
overtime,20,Evening,10,0
regular,20,Evening,10,0
overtime,20,Evening,11,0
regular,20,Evening,11,0
overtime,20,Evening,12,0
regular,20,Evening,12,0
overtime,20,Evening,13,0
regular,20,Evening,13,0
overtime,20,Evening,14,0
regular,20,Evening,14,1
overtime,20,Evening,15,0
regular,20,Evening,15,1
overtime,20,Evening,16,0
regular,20,Evening,16,1
overtime,20,Evening,17,0
regular,20,Evening,17,0
overtime,20,Evening,18,0
regular,20,Evening,18,0
overtime,20,Evening,19,0
regular,20,Evening,19,0
overtime,20,Evening,20,0
regular,20,Evening,20,0
overtime,20,Evening,21,0
regular,20,Evening,21,0
overtime,20,Evening,22,0
regular,20,Evening,22,1
overtime,20,Evening,23,0
regular,20,Evening,23,0
overtime,20,Evening,24,0
regular,20,Evening,24,0
overtime,20,Evening,25,0
regular,20,Evening,25,0
overtime,20,Evening,26,0
regular,20,Evening,26,0
overtime,20,Evening,27,0
regular,20,Evening,27,0
overtime,20,Evening,28,0
regular,20,Evening,28,0
overtime,20,Evening,29,0
regular,20,Evening,29,0
overtime,20,Night,0,0
regular,20,Night,0,0
overtime,20,Night,1,0
regular,20,Night,1,0
overtime,20,Night,2,0
regular,20,Night,2,0
overtime,20,Night,3,0
regular,20,Night,3,0
overtime,20,Night,4,0
regular,20,Night,4,0
overtime,20,Night,5,0
regular,20,Night,5,0
overtime,20,Night,6,0
regular,20,Night,6,0
overtime,20,Night,7,0
regular,20,Night,7,0
overtime,20,Night,8,1
regular,20,Night,8,0
overtime,20,Night,9,0
regular,20,Night,9,0
overtime,20,Night,10,0
regular,20,Night,10,0
overtime,20,Night,11,0
regular,20,Night,11,0
overtime,20,Night,12,0
regular,20,Night,12,0
overtime,20,Night,13,0
regular,20,Night,13,1
overtime,20,Night,14,0
regular,20,Night,14,0
overtime,20,Night,15,0
regular,20,Night,15,0
overtime,20,Night,16,0
regular,20,Night,16,0
overtime,20,Night,17,0
regular,20,Night,17,1
overtime,20,Night,18,0
regular,20,Night,18,1
overtime,20,Night,19,0
regular,20,Night,19,0
overtime,20,Night,20,0
regular,20,Night,20,1
overtime,20,Night,21,0
regular,20,Night,21,0
overtime,20,Night,22,0
regular,20,Night,22,0
overtime,20,Night,23,0
regular,20,Night,23,0
overtime,20,Night,24,0
regular,20,Night,24,0
overtime,20,Night,25,0
regular,20,Night,25,0
overtime,20,Night,26,0
regular,20,Night,26,1
overtime,20,Night,27,0
regular,20,Night,27,0
overtime,20,Night,28,0
regular,20,Night,28,0
overtime,20,Night,29,0
regular,20,Night,29,1
overtime,21,Morning,0,0
regular,21,Morning,0,0
overtime,21,Morning,1,0
regular,21,Morning,1,0
overtime,21,Morning,2,0
regular,21,Morning,2,0
overtime,21,Morning,3,0
regular,21,Morning,3,0
overtime,21,Morning,4,0
regular,21,Morning,4,0
overtime,21,Morning,5,0
regular,21,Morning,5,1
overtime,21,Morning,6,0
regular,21,Morning,6,1
overtime,21,Morning,7,0
regular,21,Morning,7,0
overtime,21,Morning,8,0
regular,21,Morning,8,0
overtime,21,Morning,9,0
regular,21,Morning,9,0
overtime,21,Morning,10,0
regular,21,Morning,10,1
overtime,21,Morning,11,0
regular,21,Morning,11,0
overtime,21,Morning,12,0
regular,21,Morning,12,0
overtime,21,Morning,13,0
regular,21,Morning,13,0
overtime,21,Morning,14,0
regular,21,Morning,14,0
overtime,21,Morning,15,0
regular,21,Morning,15,0
overtime,21,Morning,16,0
regular,21,Morning,16,1
overtime,21,Morning,17,0
regular,21,Morning,17,0
overtime,21,Morning,18,0
regular,21,Morning,18,0
overtime,21,Morning,19,0
regular,21,Morning,19,1
overtime,21,Morning,20,0
regular,21,Morning,20,0
overtime,21,Morning,21,0
regular,21,Morning,21,0
overtime,21,Morning,22,0
regular,21,Morning,22,1
overtime,21,Morning,23,0
regular,21,Morning,23,0
overtime,21,Morning,24,0
regular,21,Morning,24,0
overtime,21,Morning,25,0
regular,21,Morning,25,0
overtime,21,Morning,26,0
regular,21,Morning,26,0
overtime,21,Morning,27,0
regular,21,Morning,27,1
overtime,21,Morning,28,0
regular,21,Morning,28,0
overtime,21,Morning,29,0
regular,21,Morning,29,0
overtime,21,Evening,0,0
regular,21,Evening,0,0
overtime,21,Evening,1,0
regular,21,Evening,1,0
overtime,21,Evening,2,0
regular,21,Evening,2,0
overtime,21,Evening,3,0
regular,21,Evening,3,0
overtime,21,Evening,4,0
regular,21,Evening,4,0
overtime,21,Evening,5,0
regular,21,Evening,5,0
overtime,21,Evening,6,0
regular,21,Evening,6,0
overtime,21,Evening,7,0
regular,21,Evening,7,1
overtime,21,Evening,8,0
regular,21,Evening,8,0
overtime,21,Evening,9,0
regular,21,Evening,9,0
overtime,21,Evening,10,0
regular,21,Evening,10,0
overtime,21,Evening,11,0
regular,21,Evening,11,1
overtime,21,Evening,12,0
regular,21,Evening,12,1
overtime,21,Evening,13,0
regular,21,Evening,13,0
overtime,21,Evening,14,0
regular,21,Evening,14,0
overtime,21,Evening,15,0
regular,21,Evening,15,1
overtime,21,Evening,16,0
regular,21,Evening,16,0
overtime,21,Evening,17,0
regular,21,Evening,17,0
overtime,21,Evening,18,0
regular,21,Evening,18,0
overtime,21,Evening,19,0
regular,21,Evening,19,0
overtime,21,Evening,20,0
regular,21,Evening,20,0
overtime,21,Evening,21,0
regular,21,Evening,21,0
overtime,21,Evening,22,0
regular,21,Evening,22,0
overtime,21,Evening,23,0
regular,21,Evening,23,1
overtime,21,Evening,24,0
regular,21,Evening,24,1
overtime,21,Evening,25,0
regular,21,Evening,25,1
overtime,21,Evening,26,0
regular,21,Evening,26,0
overtime,21,Evening,27,0
regular,21,Evening,27,0
overtime,21,Evening,28,0
regular,21,Evening,28,0
overtime,21,Evening,29,0
regular,21,Evening,29,0
overtime,21,Night,0,0
regular,21,Night,0,1
overtime,21,Night,1,0
regular,21,Night,1,1
overtime,21,Night,2,0
regular,21,Night,2,0
overtime,21,Night,3,0
regular,21,Night,3,1
overtime,21,Night,4,0
regular,21,Night,4,1
overtime,21,Night,5,0
regular,21,Night,5,0
overtime,21,Night,6,0
regular,21,Night,6,0
overtime,21,Night,7,0
regular,21,Night,7,0
overtime,21,Night,8,0
regular,21,Night,8,0
overtime,21,Night,9,0
regular,21,Night,9,1
overtime,21,Night,10,0
regular,21,Night,10,0
overtime,21,Night,11,0
regular,21,Night,11,0
overtime,21,Night,12,0
regular,21,Night,12,0
overtime,21,Night,13,0
regular,21,Night,13,0
overtime,21,Night,14,0
regular,21,Night,14,1
overtime,21,Night,15,0
regular,21,Night,15,0
overtime,21,Night,16,1
regular,21,Night,16,0
overtime,21,Night,17,0
regular,21,Night,17,0
overtime,21,Night,18,0
regular,21,Night,18,0
overtime,21,Night,19,0
regular,21,Night,19,0
overtime,21,Night,20,0
regular,21,Night,20,0
overtime,21,Night,21,0
regular,21,Night,21,0
overtime,21,Night,22,0
regular,21,Night,22,0
overtime,21,Night,23,0
regular,21,Night,23,0
overtime,21,Night,24,0
regular,21,Night,24,0
overtime,21,Night,25,0
regular,21,Night,25,0
overtime,21,Night,26,0
regular,21,Night,26,0
overtime,21,Night,27,0
regular,21,Night,27,0
overtime,21,Night,28,0
regular,21,Night,28,0
overtime,21,Night,29,0
regular,21,Night,29,0
overtime,22,Morning,0,0
regular,22,Morning,0,0
overtime,22,Morning,1,0
regular,22,Morning,1,0
overtime,22,Morning,2,0
regular,22,Morning,2,0
overtime,22,Morning,3,0
regular,22,Morning,3,0
overtime,22,Morning,4,0
regular,22,Morning,4,0
overtime,22,Morning,5,0
regular,22,Morning,5,0
overtime,22,Morning,6,0
regular,22,Morning,6,0
overtime,22,Morning,7,1
regular,22,Morning,7,0
overtime,22,Morning,8,0
regular,22,Morning,8,0
overtime,22,Morning,9,0
regular,22,Morning,9,0
overtime,22,Morning,10,0
regular,22,Morning,10,0
overtime,22,Morning,11,0
regular,22,Morning,11,1
overtime,22,Morning,12,0
regular,22,Morning,12,0
overtime,22,Morning,13,0
regular,22,Morning,13,1
overtime,22,Morning,14,0
regular,22,Morning,14,0
overtime,22,Morning,15,0
regular,22,Morning,15,0
overtime,22,Morning,16,0
regular,22,Morning,16,0
overtime,22,Morning,17,0
regular,22,Morning,17,1
overtime,22,Morning,18,0
regular,22,Morning,18,0
overtime,22,Morning,19,0
regular,22,Morning,19,1
overtime,22,Morning,20,0
regular,22,Morning,20,0
overtime,22,Morning,21,0
regular,22,Morning,21,1
overtime,22,Morning,22,0
regular,22,Morning,22,0
overtime,22,Morning,23,0
regular,22,Morning,23,0
overtime,22,Morning,24,0
regular,22,Morning,24,0
overtime,22,Morning,25,0
regular,22,Morning,25,0
overtime,22,Morning,26,0
regular,22,Morning,26,0
overtime,22,Morning,27,0
regular,22,Morning,27,0
overtime,22,Morning,28,0
regular,22,Morning,28,1
overtime,22,Morning,29,0
regular,22,Morning,29,0
overtime,22,Evening,0,0
regular,22,Evening,0,0
overtime,22,Evening,1,0
regular,22,Evening,1,0
overtime,22,Evening,2,0
regular,22,Evening,2,0
overtime,22,Evening,3,0
regular,22,Evening,3,0
overtime,22,Evening,4,0
regular,22,Evening,4,0
overtime,22,Evening,5,0
regular,22,Evening,5,1
overtime,22,Evening,6,0
regular,22,Evening,6,0
overtime,22,Evening,7,0
regular,22,Evening,7,1
overtime,22,Evening,8,0
regular,22,Evening,8,1
overtime,22,Evening,9,0
regular,22,Evening,9,0
overtime,22,Evening,10,0
regular,22,Evening,10,1
overtime,22,Evening,11,0
regular,22,Evening,11,0
overtime,22,Evening,12,0
regular,22,Evening,12,0
overtime,22,Evening,13,0
regular,22,Evening,13,0
overtime,22,Evening,14,0
regular,22,Evening,14,0
overtime,22,Evening,15,0
regular,22,Evening,15,0
overtime,22,Evening,16,0
regular,22,Evening,16,0
overtime,22,Evening,17,0
regular,22,Evening,17,0
overtime,22,Evening,18,0
regular,22,Evening,18,0
overtime,22,Evening,19,0
regular,22,Evening,19,0
overtime,22,Evening,20,0
regular,22,Evening,20,1
overtime,22,Evening,21,0
regular,22,Evening,21,0
overtime,22,Evening,22,0
regular,22,Evening,22,0
overtime,22,Evening,23,0
regular,22,Evening,23,0
overtime,22,Evening,24,0
regular,22,Evening,24,0
overtime,22,Evening,25,0
regular,22,Evening,25,0
overtime,22,Evening,26,0
regular,22,Evening,26,0
overtime,22,Evening,27,0
regular,22,Evening,27,1
overtime,22,Evening,28,0
regular,22,Evening,28,0
overtime,22,Evening,29,0
regular,22,Evening,29,1
overtime,22,Night,0,0
regular,22,Night,0,0
overtime,22,Night,1,0
regular,22,Night,1,0
overtime,22,Night,2,0
regular,22,Night,2,0
overtime,22,Night,3,0
regular,22,Night,3,0
overtime,22,Night,4,0
regular,22,Night,4,0
overtime,22,Night,5,0
regular,22,Night,5,0
overtime,22,Night,6,0
regular,22,Night,6,1
overtime,22,Night,7,0
regular,22,Night,7,0
overtime,22,Night,8,0
regular,22,Night,8,0
overtime,22,Night,9,0
regular,22,Night,9,0
overtime,22,Night,10,0
regular,22,Night,10,0
overtime,22,Night,11,0
regular,22,Night,11,0
overtime,22,Night,12,0
regular,22,Night,12,1
overtime,22,Night,13,0
regular,22,Night,13,0
overtime,22,Night,14,0
regular,22,Night,14,0
overtime,22,Night,15,0
regular,22,Night,15,1
overtime,22,Night,16,0
regular,22,Night,16,0
overtime,22,Night,17,0
regular,22,Night,17,0
overtime,22,Night,18,0
regular,22,Night,18,0
overtime,22,Night,19,0
regular,22,Night,19,0
overtime,22,Night,20,0
regular,22,Night,20,0
overtime,22,Night,21,0
regular,22,Night,21,0
overtime,22,Night,22,1
regular,22,Night,22,0
overtime,22,Night,23,0
regular,22,Night,23,1
overtime,22,Night,24,0
regular,22,Night,24,1
overtime,22,Night,25,0
regular,22,Night,25,1
overtime,22,Night,26,0
regular,22,Night,26,0
overtime,22,Night,27,0
regular,22,Night,27,0
overtime,22,Night,28,0
regular,22,Night,28,0
overtime,22,Night,29,0
regular,22,Night,29,0
overtime,23,Morning,0,0
regular,23,Morning,0,1
overtime,23,Morning,1,0
regular,23,Morning,1,0
overtime,23,Morning,2,0
regular,23,Morning,2,0
overtime,23,Morning,3,0
regular,23,Morning,3,0
overtime,23,Morning,4,0
regular,23,Morning,4,0
overtime,23,Morning,5,0
regular,23,Morning,5,1
overtime,23,Morning,6,0
regular,23,Morning,6,0
overtime,23,Morning,7,0
regular,23,Morning,7,0
overtime,23,Morning,8,0
regular,23,Morning,8,1
overtime,23,Morning,9,0
regular,23,Morning,9,0
overtime,23,Morning,10,0
regular,23,Morning,10,0
overtime,23,Morning,11,0
regular,23,Morning,11,0
overtime,23,Morning,12,0
regular,23,Morning,12,0
overtime,23,Morning,13,0
regular,23,Morning,13,0
overtime,23,Morning,14,0
regular,23,Morning,14,1
overtime,23,Morning,15,0
regular,23,Morning,15,0
overtime,23,Morning,16,0
regular,23,Morning,16,0
overtime,23,Morning,17,0
regular,23,Morning,17,1
overtime,23,Morning,18,0
regular,23,Morning,18,1
overtime,23,Morning,19,0
regular,23,Morning,19,0
overtime,23,Morning,20,0
regular,23,Morning,20,0
overtime,23,Morning,21,0
regular,23,Morning,21,0
overtime,23,Morning,22,0
regular,23,Morning,22,0
overtime,23,Morning,23,0
regular,23,Morning,23,0
overtime,23,Morning,24,0
regular,23,Morning,24,0
overtime,23,Morning,25,0
regular,23,Morning,25,0
overtime,23,Morning,26,1
regular,23,Morning,26,0
overtime,23,Morning,27,0
regular,23,Morning,27,0
overtime,23,Morning,28,0
regular,23,Morning,28,0
overtime,23,Morning,29,0
regular,23,Morning,29,0
overtime,23,Evening,0,0
regular,23,Evening,0,0
overtime,23,Evening,1,0
regular,23,Evening,1,1
overtime,23,Evening,2,0
regular,23,Evening,2,1
overtime,23,Evening,3,0
regular,23,Evening,3,0
overtime,23,Evening,4,0
regular,23,Evening,4,1
overtime,23,Evening,5,0
regular,23,Evening,5,0
overtime,23,Evening,6,0
regular,23,Evening,6,0
overtime,23,Evening,7,0
regular,23,Evening,7,0
overtime,23,Evening,8,0
regular,23,Evening,8,0
overtime,23,Evening,9,0
regular,23,Evening,9,1
overtime,23,Evening,10,0
regular,23,Evening,10,0
overtime,23,Evening,11,0
regular,23,Evening,11,0
overtime,23,Evening,12,0
regular,23,Evening,12,0
overtime,23,Evening,13,0
regular,23,Evening,13,0
overtime,23,Evening,14,0
regular,23,Evening,14,0
overtime,23,Evening,15,0
regular,23,Evening,15,0
overtime,23,Evening,16,0
regular,23,Evening,16,0
overtime,23,Evening,17,0
