work_type,t,shift,nurse_id,value
regular,5,Night,15,1
overtime,5,Night,16,0
regular,5,Night,16,0
overtime,5,Night,17,0
regular,5,Night,17,0
overtime,5,Night,18,0
regular,5,Night,18,0
overtime,5,Night,19,0
regular,5,Night,19,0
overtime,5,Night,20,0
regular,5,Night,20,0
overtime,5,Night,21,0
regular,5,Night,21,1
overtime,5,Night,22,0
regular,5,Night,22,0
overtime,5,Night,23,0
regular,5,Night,23,0
overtime,5,Night,24,0
regular,5,Night,24,0
overtime,5,Night,25,0
regular,5,Night,25,0
overtime,5,Night,26,0
regular,5,Night,26,1
overtime,5,Night,27,0
regular,5,Night,27,0
overtime,5,Night,28,0
regular,5,Night,28,0
overtime,5,Night,29,0
regular,5,Night,29,0
overtime,6,Morning,0,0
regular,6,Morning,0,0
overtime,6,Morning,1,0
regular,6,Morning,1,0
overtime,6,Morning,2,0
regular,6,Morning,2,1
overtime,6,Morning,3,0
regular,6,Morning,3,0
overtime,6,Morning,4,0
regular,6,Morning,4,0
overtime,6,Morning,5,0
regular,6,Morning,5,0
overtime,6,Morning,6,0
regular,6,Morning,6,0
overtime,6,Morning,7,0
regular,6,Morning,7,0
overtime,6,Morning,8,0
regular,6,Morning,8,0
overtime,6,Morning,9,0
regular,6,Morning,9,0
overtime,6,Morning,10,0
regular,6,Morning,10,0
overtime,6,Morning,11,0
regular,6,Morning,11,0
overtime,6,Morning,12,0
regular,6,Morning,12,1
overtime,6,Morning,13,0
regular,6,Morning,13,0
overtime,6,Morning,14,0
regular,6,Morning,14,1
overtime,6,Morning,15,0
regular,6,Morning,15,0
overtime,6,Morning,16,0
regular,6,Morning,16,0
overtime,6,Morning,17,0
regular,6,Morning,17,1
overtime,6,Morning,18,0
regular,6,Morning,18,0
overtime,6,Morning,19,0
regular,6,Morning,19,0
overtime,6,Morning,20,0
regular,6,Morning,20,0
overtime,6,Morning,21,0
regular,6,Morning,21,0
overtime,6,Morning,22,0
regular,6,Morning,22,0
overtime,6,Morning,23,1
regular,6,Morning,23,0
overtime,6,Morning,24,0
regular,6,Morning,24,0
overtime,6,Morning,25,0
regular,6,Morning,25,1
overtime,6,Morning,26,0
regular,6,Morning,26,0
overtime,6,Morning,27,0
regular,6,Morning,27,1
overtime,6,Morning,28,0
regular,6,Morning,28,0
overtime,6,Morning,29,0
regular,6,Morning,29,0
overtime,6,Evening,0,0
regular,6,Evening,0,1
overtime,6,Evening,1,0
regular,6,Evening,1,0
overtime,6,Evening,2,0
regular,6,Evening,2,0
overtime,6,Evening,3,0
regular,6,Evening,3,0
overtime,6,Evening,4,0
regular,6,Evening,4,1
overtime,6,Evening,5,0
regular,6,Evening,5,0
overtime,6,Evening,6,0
regular,6,Evening,6,0
overtime,6,Evening,7,0
regular,6,Evening,7,0
overtime,6,Evening,8,0
regular,6,Evening,8,1
overtime,6,Evening,9,0
regular,6,Evening,9,0
overtime,6,Evening,10,1
regular,6,Evening,10,0
overtime,6,Evening,11,0
regular,6,Evening,11,1
overtime,6,Evening,12,0
regular,6,Evening,12,0
overtime,6,Evening,13,0
regular,6,Evening,13,0
overtime,6,Evening,14,0
regular,6,Evening,14,0
overtime,6,Evening,15,0
regular,6,Evening,15,0
overtime,6,Evening,16,0
regular,6,Evening,16,1
overtime,6,Evening,17,0
regular,6,Evening,17,0
overtime,6,Evening,18,0
regular,6,Evening,18,0
overtime,6,Evening,19,0
regular,6,Evening,19,0
overtime,6,Evening,20,0
regular,6,Evening,20,0
overtime,6,Evening,21,0
regular,6,Evening,21,0
overtime,6,Evening,22,0
regular,6,Evening,22,0
overtime,6,Evening,23,0
regular,6,Evening,23,0
overtime,6,Evening,24,0
regular,6,Evening,24,1
overtime,6,Evening,25,0
regular,6,Evening,25,0
overtime,6,Evening,26,0
regular,6,Evening,26,0
overtime,6,Evening,27,0
regular,6,Evening,27,0
overtime,6,Evening,28,0
regular,6,Evening,28,0
overtime,6,Evening,29,0
regular,6,Evening,29,0
overtime,6,Night,0,0
regular,6,Night,0,0
overtime,6,Night,1,0
regular,6,Night,1,0
overtime,6,Night,2,0
regular,6,Night,2,0
overtime,6,Night,3,0
regular,6,Night,3,0
overtime,6,Night,4,0
regular,6,Night,4,0
overtime,6,Night,5,0
regular,6,Night,5,0
overtime,6,Night,6,0
regular,6,Night,6,0
overtime,6,Night,7,0
regular,6,Night,7,1
overtime,6,Night,8,0
regular,6,Night,8,0
overtime,6,Night,9,0
regular,6,Night,9,0
overtime,6,Night,10,0
regular,6,Night,10,0
overtime,6,Night,11,0
regular,6,Night,11,0
overtime,6,Night,12,0
regular,6,Night,12,0
overtime,6,Night,13,0
regular,6,Night,13,0
overtime,6,Night,14,0
regular,6,Night,14,0
overtime,6,Night,15,0
regular,6,Night,15,0
overtime,6,Night,16,0
regular,6,Night,16,0
overtime,6,Night,17,0
regular,6,Night,17,0
overtime,6,Night,18,0
regular,6,Night,18,0
overtime,6,Night,19,0
regular,6,Night,19,1
overtime,6,Night,20,0
regular,6,Night,20,1
overtime,6,Night,21,0
regular,6,Night,21,0
overtime,6,Night,22,0
regular,6,Night,22,1
overtime,6,Night,23,0
regular,6,Night,23,1
overtime,6,Night,24,0
regular,6,Night,24,0
overtime,6,Night,25,0
regular,6,Night,25,0
overtime,6,Night,26,0
regular,6,Night,26,0
overtime,6,Night,27,0
regular,6,Night,27,0
overtime,6,Night,28,0
regular,6,Night,28,1
overtime,6,Night,29,0
regular,6,Night,29,1
overtime,7,Morning,0,0
regular,7,Morning,0,0
overtime,7,Morning,1,0
regular,7,Morning,1,0
overtime,7,Morning,2,0
regular,7,Morning,2,1
overtime,7,Morning,3,0
regular,7,Morning,3,1
overtime,7,Morning,4,0
regular,7,Morning,4,0
overtime,7,Morning,5,0
regular,7,Morning,5,0
overtime,7,Morning,6,0
regular,7,Morning,6,0
overtime,7,Morning,7,0
regular,7,Morning,7,0
overtime,7,Morning,8,0
regular,7,Morning,8,0
overtime,7,Morning,9,0
regular,7,Morning,9,0
overtime,7,Morning,10,0
regular,7,Morning,10,0
overtime,7,Morning,11,0
regular,7,Morning,11,1
overtime,7,Morning,12,0
regular,7,Morning,12,0
overtime,7,Morning,13,0
regular,7,Morning,13,0
overtime,7,Morning,14,0
regular,7,Morning,14,1
overtime,7,Morning,15,0
regular,7,Morning,15,0
overtime,7,Morning,16,0
regular,7,Morning,16,1
overtime,7,Morning,17,0
regular,7,Morning,17,0
overtime,7,Morning,18,0
regular,7,Morning,18,1
overtime,7,Morning,19,0
regular,7,Morning,19,0
overtime,7,Morning,20,0
regular,7,Morning,20,0
overtime,7,Morning,21,0
regular,7,Morning,21,0
overtime,7,Morning,22,0
regular,7,Morning,22,0
overtime,7,Morning,23,0
regular,7,Morning,23,0
overtime,7,Morning,24,0
regular,7,Morning,24,0
overtime,7,Morning,25,0
regular,7,Morning,25,0
overtime,7,Morning,26,0
regular,7,Morning,26,0
overtime,7,Morning,27,1
regular,7,Morning,27,0
overtime,7,Morning,28,0
regular,7,Morning,28,0
overtime,7,Morning,29,0
regular,7,Morning,29,0
overtime,7,Evening,0,0
regular,7,Evening,0,0
overtime,7,Evening,1,0
regular,7,Evening,1,0
overtime,7,Evening,2,0
regular,7,Evening,2,0
overtime,7,Evening,3,0
regular,7,Evening,3,0
overtime,7,Evening,4,0
regular,7,Evening,4,0
overtime,7,Evening,5,0
regular,7,Evening,5,1
overtime,7,Evening,6,0
regular,7,Evening,6,1
overtime,7,Evening,7,0
regular,7,Evening,7,0
overtime,7,Evening,8,0
regular,7,Evening,8,0
overtime,7,Evening,9,0
regular,7,Evening,9,0
overtime,7,Evening,10,0
regular,7,Evening,10,0
overtime,7,Evening,11,0
regular,7,Evening,11,0
overtime,7,Evening,12,0
regular,7,Evening,12,0
overtime,7,Evening,13,0
regular,7,Evening,13,1
overtime,7,Evening,14,0
regular,7,Evening,14,0
overtime,7,Evening,15,0
regular,7,Evening,15,0
overtime,7,Evening,16,0
regular,7,Evening,16,0
overtime,7,Evening,17,0
regular,7,Evening,17,1
overtime,7,Evening,18,0
regular,7,Evening,18,0
overtime,7,Evening,19,0
regular,7,Evening,19,0
overtime,7,Evening,20,0
regular,7,Evening,20,0
overtime,7,Evening,21,0
regular,7,Evening,21,1
overtime,7,Evening,22,0
regular,7,Evening,22,0
overtime,7,Evening,23,0
regular,7,Evening,23,0
overtime,7,Evening,24,0
regular,7,Evening,24,1
overtime,7,Evening,25,0
regular,7,Evening,25,0
overtime,7,Evening,26,0
regular,7,Evening,26,1
overtime,7,Evening,27,0
regular,7,Evening,27,0
overtime,7,Evening,28,0
regular,7,Evening,28,0
overtime,7,Evening,29,0
regular,7,Evening,29,0
overtime,7,Night,0,0
regular,7,Night,0,1
overtime,7,Night,1,0
regular,7,Night,1,0
overtime,7,Night,2,0
regular,7,Night,2,0
overtime,7,Night,3,0
regular,7,Night,3,0
overtime,7,Night,4,0
regular,7,Night,4,1
overtime,7,Night,5,0
regular,7,Night,5,0
overtime,7,Night,6,0
regular,7,Night,6,0
overtime,7,Night,7,0
regular,7,Night,7,0
overtime,7,Night,8,0
regular,7,Night,8,1
overtime,7,Night,9,0
regular,7,Night,9,0
overtime,7,Night,10,0
regular,7,Night,10,1
overtime,7,Night,11,0
regular,7,Night,11,0
overtime,7,Night,12,0
regular,7,Night,12,1
overtime,7,Night,13,0
regular,7,Night,13,0
overtime,7,Night,14,0
regular,7,Night,14,0
overtime,7,Night,15,0
regular,7,Night,15,0
overtime,7,Night,16,1
regular,7,Night,16,0
overtime,7,Night,17,0
regular,7,Night,17,0
overtime,7,Night,18,0
regular,7,Night,18,0
overtime,7,Night,19,0
regular,7,Night,19,0
overtime,7,Night,20,0
regular,7,Night,20,0
overtime,7,Night,21,0
regular,7,Night,21,0
overtime,7,Night,22,0
regular,7,Night,22,0
overtime,7,Night,23,0
regular,7,Night,23,0
overtime,7,Night,24,0
regular,7,Night,24,0
overtime,7,Night,25,1
regular,7,Night,25,0
overtime,7,Night,26,0
regular,7,Night,26,0
overtime,7,Night,27,0
regular,7,Night,27,0
overtime,7,Night,28,0
regular,7,Night,28,0
overtime,7,Night,29,0
regular,7,Night,29,0
overtime,8,Morning,0,0
regular,8,Morning,0,0
overtime,8,Morning,1,0
regular,8,Morning,1,0
overtime,8,Morning,2,0
regular,8,Morning,2,0
overtime,8,Morning,3,0
regular,8,Morning,3,0
overtime,8,Morning,4,0
regular,8,Morning,4,0
overtime,8,Morning,5,0
regular,8,Morning,5,1
overtime,8,Morning,6,0
regular,8,Morning,6,0
overtime,8,Morning,7,0
regular,8,Morning,7,0
overtime,8,Morning,8,0
regular,8,Morning,8,0
overtime,8,Morning,9,0
regular,8,Morning,9,1
overtime,8,Morning,10,0
regular,8,Morning,10,0
overtime,8,Morning,11,0
regular,8,Morning,11,1
overtime,8,Morning,12,0
regular,8,Morning,12,0
overtime,8,Morning,13,0
regular,8,Morning,13,0
overtime,8,Morning,14,0
regular,8,Morning,14,0
overtime,8,Morning,15,0
regular,8,Morning,15,0
overtime,8,Morning,16,0
regular,8,Morning,16,0
overtime,8,Morning,17,0
regular,8,Morning,17,0
overtime,8,Morning,18,0
regular,8,Morning,18,1
overtime,8,Morning,19,0
regular,8,Morning,19,0
overtime,8,Morning,20,0
regular,8,Morning,20,0
overtime,8,Morning,21,0
regular,8,Morning,21,0
overtime,8,Morning,22,0
regular,8,Morning,22,0
overtime,8,Morning,23,0
regular,8,Morning,23,0
overtime,8,Morning,24,0
regular,8,Morning,24,1
overtime,8,Morning,25,0
regular,8,Morning,25,0
overtime,8,Morning,26,0
regular,8,Morning,26,0
overtime,8,Morning,27,0
regular,8,Morning,27,1
overtime,8,Morning,28,0
regular,8,Morning,28,1
overtime,8,Morning,29,0
regular,8,Morning,29,0
overtime,8,Evening,0,0
regular,8,Evening,0,0
overtime,8,Evening,1,0
regular,8,Evening,1,1
overtime,8,Evening,2,0
regular,8,Evening,2,0
overtime,8,Evening,3,0
regular,8,Evening,3,0
overtime,8,Evening,4,0
regular,8,Evening,4,0
overtime,8,Evening,5,0
regular,8,Evening,5,0
overtime,8,Evening,6,0
regular,8,Evening,6,0
overtime,8,Evening,7,0
regular,8,Evening,7,1
overtime,8,Evening,8,0
regular,8,Evening,8,0
overtime,8,Evening,9,0
regular,8,Evening,9,0
overtime,8,Evening,10,0
regular,8,Evening,10,0
overtime,8,Evening,11,0
regular,8,Evening,11,0
overtime,8,Evening,12,0
regular,8,Evening,12,0
overtime,8,Evening,13,0
regular,8,Evening,13,1
overtime,8,Evening,14,0
regular,8,Evening,14,0
overtime,8,Evening,15,0
regular,8,Evening,15,0
overtime,8,Evening,16,0
regular,8,Evening,16,0
overtime,8,Evening,17,0
regular,8,Evening,17,0
overtime,8,Evening,18,0
regular,8,Evening,18,0
overtime,8,Evening,19,0
regular,8,Evening,19,1
overtime,8,Evening,20,0
regular,8,Evening,20,1
overtime,8,Evening,21,0
regular,8,Evening,21,0
overtime,8,Evening,22,0
regular,8,Evening,22,0
overtime,8,Evening,23,0
regular,8,Evening,23,0
overtime,8,Evening,24,0
regular,8,Evening,24,0
overtime,8,Evening,25,0
regular,8,Evening,25,0
overtime,8,Evening,26,0
regular,8,Evening,26,1
overtime,8,Evening,27,0
regular,8,Evening,27,0
overtime,8,Evening,28,0
regular,8,Evening,28,0
overtime,8,Evening,29,0
regular,8,Evening,29,1
overtime,8,Night,0,0
regular,8,Night,0,0
overtime,8,Night,1,0
regular,8,Night,1,0
overtime,8,Night,2,0
regular,8,Night,2,1
overtime,8,Night,3,0
regular,8,Night,3,1
overtime,8,Night,4,0
regular,8,Night,4,0
overtime,8,Night,5,0
regular,8,Night,5,0
overtime,8,Night,6,0
regular,8,Night,6,1
overtime,8,Night,7,0
regular,8,Night,7,0
overtime,8,Night,8,0
regular,8,Night,8,0
overtime,8,Night,9,0
regular,8,Night,9,0
overtime,8,Night,10,0
regular,8,Night,10,0
overtime,8,Night,11,0
regular,8,Night,11,0
overtime,8,Night,12,0
regular,8,Night,12,0
overtime,8,Night,13,0
regular,8,Night,13,0
overtime,8,Night,14,0
regular,8,Night,14,1
overtime,8,Night,15,0
regular,8,Night,15,0
overtime,8,Night,16,0
regular,8,Night,16,0
overtime,8,Night,17,0
regular,8,Night,17,1
overtime,8,Night,18,0
regular,8,Night,18,0
overtime,8,Night,19,0
regular,8,Night,19,0
overtime,8,Night,20,0
regular,8,Night,20,0
overtime,8,Night,21,0
regular,8,Night,21,1
overtime,8,Night,22,0
regular,8,Night,22,0
overtime,8,Night,23,0
regular,8,Night,23,0
overtime,8,Night,24,1
regular,8,Night,24,0
overtime,8,Night,25,0
regular,8,Night,25,0
overtime,8,Night,26,0
regular,8,Night,26,0
overtime,8,Night,27,0
regular,8,Night,27,0
overtime,8,Night,28,0
regular,8,Night,28,0
overtime,8,Night,29,0
regular,8,Night,29,0
overtime,9,Morning,0,0
regular,9,Morning,0,0
overtime,9,Morning,1,0
regular,9,Morning,1,1
overtime,9,Morning,2,0
regular,9,Morning,2,0
overtime,9,Morning,3,0
regular,9,Morning,3,0
overtime,9,Morning,4,0
regular,9,Morning,4,0
overtime,9,Morning,5,0
regular,9,Morning,5,0
overtime,9,Morning,6,0
regular,9,Morning,6,0
overtime,9,Morning,7,0
regular,9,Morning,7,0
overtime,9,Morning,8,1
regular,9,Morning,8,0
overtime,9,Morning,9,0
regular,9,Morning,9,0
overtime,9,Morning,10,0
regular,9,Morning,10,0
overtime,9,Morning,11,0
regular,9,Morning,11,0
overtime,9,Morning,12,0
regular,9,Morning,12,0
overtime,9,Morning,13,0
regular,9,Morning,13,0
overtime,9,Morning,14,0
regular,9,Morning,14,0
overtime,9,Morning,15,0
regular,9,Morning,15,0
overtime,9,Morning,16,0
regular,9,Morning,16,0
overtime,9,Morning,17,0
regular,9,Morning,17,0
overtime,9,Morning,18,0
regular,9,Morning,18,1
overtime,9,Morning,19,0
regular,9,Morning,19,0
overtime,9,Morning,20,0
regular,9,Morning,20,1
overtime,9,Morning,21,0
regular,9,Morning,21,0
overtime,9,Morning,22,0
regular,9,Morning,22,0
overtime,9,Morning,23,0
regular,9,Morning,23,1
overtime,9,Morning,24,0
regular,9,Morning,24,0
overtime,9,Morning,25,0
regular,9,Morning,25,1
overtime,9,Morning,26,0
regular,9,Morning,26,0
overtime,9,Morning,27,0
regular,9,Morning,27,0
overtime,9,Morning,28,1
regular,9,Morning,28,0
overtime,9,Morning,29,0
regular,9,Morning,29,0
overtime,9,Evening,0,0
regular,9,Evening,0,1
overtime,9,Evening,1,0
regular,9,Evening,1,0
overtime,9,Evening,2,0
regular,9,Evening,2,0
overtime,9,Evening,3,0
regular,9,Evening,3,0
overtime,9,Evening,4,0
regular,9,Evening,4,1
overtime,9,Evening,5,0
regular,9,Evening,5,0
overtime,9,Evening,6,0
regular,9,Evening,6,0
overtime,9,Evening,7,0
regular,9,Evening,7,0
overtime,9,Evening,8,0
regular,9,Evening,8,0
overtime,9,Evening,9,0
regular,9,Evening,9,1
overtime,9,Evening,10,0
regular,9,Evening,10,1
overtime,9,Evening,11,0
regular,9,Evening,11,0
overtime,9,Evening,12,0
regular,9,Evening,12,0
overtime,9,Evening,13,0
regular,9,Evening,13,0
overtime,9,Evening,14,0
regular,9,Evening,14,0
overtime,9,Evening,15,0
regular,9,Evening,15,1
overtime,9,Evening,16,0
regular,9,Evening,16,1
overtime,9,Evening,17,0
regular,9,Evening,17,0
overtime,9,Evening,18,0
regular,9,Evening,18,0
overtime,9,Evening,19,0
regular,9,Evening,19,0
overtime,9,Evening,20,0
regular,9,Evening,20,0
overtime,9,Evening,21,0
regular,9,Evening,21,0
overtime,9,Evening,22,0
regular,9,Evening,22,0
overtime,9,Evening,23,0
regular,9,Evening,23,0
overtime,9,Evening,24,0
regular,9,Evening,24,0
overtime,9,Evening,25,0
regular,9,Evening,25,0
overtime,9,Evening,26,0
regular,9,Evening,26,0
overtime,9,Evening,27,0
regular,9,Evening,27,0
overtime,9,Evening,28,0
regular,9,Evening,28,1
overtime,9,Evening,29,0
regular,9,Evening,29,0
overtime,9,Night,0,0
regular,9,Night,0,0
overtime,9,Night,1,0
regular,9,Night,1,0
overtime,9,Night,2,0
regular,9,Night,2,0
overtime,9,Night,3,0
regular,9,Night,3,0
overtime,9,Night,4,0
regular,9,Night,4,0
overtime,9,Night,5,0
regular,9,Night,5,0
overtime,9,Night,6,0
regular,9,Night,6,0
overtime,9,Night,7,0
regular,9,Night,7,1
overtime,9,Night,8,0
regular,9,Night,8,0
overtime,9,Night,9,0
regular,9,Night,9,0
overtime,9,Night,10,0
regular,9,Night,10,0
overtime,9,Night,11,0
regular,9,Night,11,1
overtime,9,Night,12,0
regular,9,Night,12,0
overtime,9,Night,13,0
regular,9,Night,13,1
overtime,9,Night,14,0
regular,9,Night,14,0
overtime,9,Night,15,0
regular,9,Night,15,0
overtime,9,Night,16,0
regular,9,Night,16,0
overtime,9,Night,17,0
regular,9,Night,17,0
overtime,9,Night,18,1
regular,9,Night,18,0
overtime,9,Night,19,0
regular,9,Night,19,1
overtime,9,Night,20,0
regular,9,Night,20,0
overtime,9,Night,21,0
regular,9,Night,21,0
overtime,9,Night,22,0
regular,9,Night,22,0
overtime,9,Night,23,0
regular,9,Night,23,0
overtime,9,Night,24,0
regular,9,Night,24,0
overtime,9,Night,25,0
regular,9,Night,25,0
overtime,9,Night,26,0
regular,9,Night,26,0
overtime,9,Night,27,1
regular,9,Night,27,0
overtime,9,Night,28,0
regular,9,Night,28,0
overtime,9,Night,29,0
regular,9,Night,29,1
overtime,10,Morning,0,0
regular,10,Morning,0,1
overtime,10,Morning,1,0
regular,10,Morning,1,0
overtime,10,Morning,2,0
regular,10,Morning,2,0
overtime,10,Morning,3,0
regular,10,Morning,3,0
overtime,10,Morning,4,0
regular,10,Morning,4,0
overtime,10,Morning,5,0
regular,10,Morning,5,0
overtime,10,Morning,6,0
regular,10,Morning,6,1
overtime,10,Morning,7,0
regular,10,Morning,7,0
overtime,10,Morning,8,0
regular,10,Morning,8,0
overtime,10,Morning,9,0
regular,10,Morning,9,0
overtime,10,Morning,10,1
regular,10,Morning,10,0
overtime,10,Morning,11,0
regular,10,Morning,11,0
overtime,10,Morning,12,0
regular,10,Morning,12,0
overtime,10,Morning,13,0
regular,10,Morning,13,0
overtime,10,Morning,14,0
regular,10,Morning,14,0
overtime,10,Morning,15,0
regular,10,Morning,15,0
overtime,10,Morning,16,0
regular,10,Morning,16,1
overtime,10,Morning,17,0
regular,10,Morning,17,0
overtime,10,Morning,18,0
regular,10,Morning,18,0
overtime,10,Morning,19,0
regular,10,Morning,19,0
overtime,10,Morning,20,0
regular,10,Morning,20,0
overtime,10,Morning,21,0
regular,10,Morning,21,0
overtime,10,Morning,22,0
regular,10,Morning,22,1
overtime,10,Morning,23,0
regular,10,Morning,23,0
overtime,10,Morning,24,0
regular,10,Morning,24,1
overtime,10,Morning,25,0
regular,10,Morning,25,0
overtime,10,Morning,26,0
regular,10,Morning,26,1
overtime,10,Morning,27,0
regular,10,Morning,27,0
overtime,10,Morning,28,0
regular,10,Morning,28,0
overtime,10,Morning,29,0
regular,10,Morning,29,0
overtime,10,Evening,0,0
regular,10,Evening,0,0
overtime,10,Evening,1,0
regular,10,Evening,1,0
overtime,10,Evening,2,0
regular,10,Evening,2,1
overtime,10,Evening,3,0
regular,10,Evening,3,1
overtime,10,Evening,4,0
regular,10,Evening,4,0
overtime,10,Evening,5,0
regular,10,Evening,5,1
overtime,10,Evening,6,0
regular,10,Evening,6,0
overtime,10,Evening,7,0
regular,10,Evening,7,0
overtime,10,Evening,8,0
regular,10,Evening,8,0
overtime,10,Evening,9,0
regular,10,Evening,9,0
overtime,10,Evening,10,0
regular,10,Evening,10,0
overtime,10,Evening,11,0
regular,10,Evening,11,0
overtime,10,Evening,12,0
regular,10,Evening,12,0
overtime,10,Evening,13,0
regular,10,Evening,13,0
overtime,10,Evening,14,0
regular,10,Evening,14,1
overtime,10,Evening,15,0
regular,10,Evening,15,1
overtime,10,Evening,16,0
regular,10,Evening,16,0
overtime,10,Evening,17,0
regular,10,Evening,17,0
overtime,10,Evening,18,0
regular,10,Evening,18,0
overtime,10,Evening,19,0
regular,10,Evening,19,0
overtime,10,Evening,20,0
regular,10,Evening,20,1
overtime,10,Evening,21,0
regular,10,Evening,21,0
overtime,10,Evening,22,0
regular,10,Evening,22,0
overtime,10,Evening,23,0
regular,10,Evening,23,1
overtime,10,Evening,24,0
regular,10,Evening,24,0
overtime,10,Evening,25,0
regular,10,Evening,25,0
overtime,10,Evening,26,0
regular,10,Evening,26,0
overtime,10,Evening,27,0
regular,10,Evening,27,0
overtime,10,Evening,28,0
regular,10,Evening,28,0
overtime,10,Evening,29,0
regular,10,Evening,29,0
overtime,10,Night,0,0
regular,10,Night,0,0
overtime,10,Night,1,0
regular,10,Night,1,1
overtime,10,Night,2,0
regular,10,Night,2,0
overtime,10,Night,3,0
regular,10,Night,3,0
overtime,10,Night,4,0
regular,10,Night,4,1
overtime,10,Night,5,0
regular,10,Night,5,0
overtime,10,Night,6,0
regular,10,Night,6,0
overtime,10,Night,7,0
regular,10,Night,7,0
overtime,10,Night,8,0
regular,10,Night,8,1
overtime,10,Night,9,0
regular,10,Night,9,1
overtime,10,Night,10,0
regular,10,Night,10,1
overtime,10,Night,11,0
regular,10,Night,11,0
overtime,10,Night,12,0
regular,10,Night,12,0
overtime,10,Night,13,0
regular,10,Night,13,0
overtime,10,Night,14,0
regular,10,Night,14,0
overtime,10,Night,15,0
regular,10,Night,15,0
overtime,10,Night,16,0
regular,10,Night,16,0
overtime,10,Night,17,0
regular,10,Night,17,0
overtime,10,Night,18,0
regular,10,Night,18,0
overtime,10,Night,19,0
regular,10,Night,19,0
overtime,10,Night,20,0
regular,10,Night,20,0
overtime,10,Night,21,0
regular,10,Night,21,0
overtime,10,Night,22,0
regular,10,Night,22,0
overtime,10,Night,23,0
regular,10,Night,23,0
overtime,10,Night,24,0
regular,10,Night,24,0
overtime,10,Night,25,0
regular,10,Night,25,1
overtime,10,Night,26,0
regular,10,Night,26,0
overtime,10,Night,27,0
regular,10,Night,27,0
overtime,10,Night,28,0
regular,10,Night,28,1
overtime,10,Night,29,0
regular,10,Night,29,0
overtime,11,Morning,0,0
regular,11,Morning,0,0
overtime,11,Morning,1,0
regular,11,Morning,1,0
overtime,11,Morning,2,0
regular,11,Morning,2,0
overtime,11,Morning,3,0
regular,11,Morning,3,1
overtime,11,Morning,4,0
regular,11,Morning,4,0
overtime,11,Morning,5,0
regular,11,Morning,5,1
overtime,11,Morning,6,0
regular,11,Morning,6,0
overtime,11,Morning,7,0
regular,11,Morning,7,1
overtime,11,Morning,8,0
regular,11,Morning,8,0
overtime,11,Morning,9,0
regular,11,Morning,9,0
overtime,11,Morning,10,0
regular,11,Morning,10,0
overtime,11,Morning,11,0
regular,11,Morning,11,0
overtime,11,Morning,12,0
regular,11,Morning,12,0
overtime,11,Morning,13,0
regular,11,Morning,13,0
overtime,11,Morning,14,0
regular,11,Morning,14,0
overtime,11,Morning,15,0
regular,11,Morning,15,0
overtime,11,Morning,16,0
regular,11,Morning,16,1
overtime,11,Morning,17,0
regular,11,Morning,17,0
overtime,11,Morning,18,0
regular,11,Morning,18,0
overtime,11,Morning,19,0
regular,11,Morning,19,0
overtime,11,Morning,20,0
regular,11,Morning,20,0
overtime,11,Morning,21,0
regular,11,Morning,21,1
overtime,11,Morning,22,0
regular,11,Morning,22,1
overtime,11,Morning,23,0
regular,11,Morning,23,0
overtime,11,Morning,24,0
regular,11,Morning,24,1
overtime,11,Morning,25,0
regular,11,Morning,25,0
overtime,11,Morning,26,0
regular,11,Morning,26,0
overtime,11,Morning,27,0
regular,11,Morning,27,0
overtime,11,Morning,28,0
regular,11,Morning,28,0
overtime,11,Morning,29,0
regular,11,Morning,29,0
overtime,11,Evening,0,0
regular,11,Evening,0,0
overtime,11,Evening,1,0
regular,11,Evening,1,0
overtime,11,Evening,2,0
regular,11,Evening,2,0
overtime,11,Evening,3,0
regular,11,Evening,3,0
overtime,11,Evening,4,0
regular,11,Evening,4,0
overtime,11,Evening,5,0
regular,11,Evening,5,0
overtime,11,Evening,6,0
regular,11,Evening,6,1
overtime,11,Evening,7,0
regular,11,Evening,7,0
overtime,11,Evening,8,0
regular,11,Evening,8,0
overtime,11,Evening,9,0
regular,11,Evening,9,0
overtime,11,Evening,10,0
regular,11,Evening,10,0
overtime,11,Evening,11,0
regular,11,Evening,11,1
overtime,11,Evening,12,0
regular,11,Evening,12,0
overtime,11,Evening,13,0
regular,11,Evening,13,1
overtime,11,Evening,14,0
regular,11,Evening,14,0
overtime,11,Evening,15,0
regular,11,Evening,15,0
overtime,11,Evening,16,0
regular,11,Evening,16,0
overtime,11,Evening,17,0
regular,11,Evening,17,0
overtime,11,Evening,18,0
regular,11,Evening,18,0
overtime,11,Evening,19,0
regular,11,Evening,19,1
overtime,11,Evening,20,0
regular,11,Evening,20,0
overtime,11,Evening,21,0
regular,11,Evening,21,0
overtime,11,Evening,22,0
regular,11,Evening,22,0
overtime,11,Evening,23,0
regular,11,Evening,23,0
overtime,11,Evening,24,0
regular,11,Evening,24,0
overtime,11,Evening,25,0
regular,11,Evening,25,0
overtime,11,Evening,26,0
regular,11,Evening,26,1
overtime,11,Evening,27,0
regular,11,Evening,27,1
overtime,11,Evening,28,0
regular,11,Evening,28,0
overtime,11,Evening,29,0
regular,11,Evening,29,1
overtime,11,Night,0,0
regular,11,Night,0,1
overtime,11,Night,1,0
regular,11,Night,1,0
overtime,11,Night,2,0
regular,11,Night,2,1
overtime,11,Night,3,1
regular,11,Night,3,0
overtime,11,Night,4,0
regular,11,Night,4,0
overtime,11,Night,5,0
regular,11,Night,5,0
